review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,language,positive_keywords,negative_keywords,cultural_mentions,review_length_category
326,43,216,Perfect vacation spot with amazing spa. Great value for money. Authentic Chettinad cuisine experience,5.0,2023-12-31,Leisure,1.0,5.0,4.5,5.0,5.0,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Short
327,341,216,Relaxing stay with beautiful spa. Peaceful atmosphere. Business-friendly atmosphere,5.0,2023-08-26,Leisure,1.0,5.0,5.0,5.0,5.0,en,[],[],"[""Business-friendly atmosphere""]",Short
328,384,217,Enjoyable stay with wonderful air conditioning. Exceeded expectations. Rajasthani hospitality at its best,3.8,2023-02-21,Leisure,0.4,3.9,4.0,3.6,3.4,en,"[""wonderful""]",[],"[""Rajasthani hospitality at its best""]",Short
329,367,219,Relaxing stay with beautiful 24 7 front desk. Peaceful atmosphere. Great South Indian breakfast with fresh filter coffee The idli was particularly excellent.,5.0,2023-03-25,Leisure,1.0,5.0,5.0,5.0,4.5,en,"[""excellent"", ""great""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
330,331,220,Romantic getaway with excellent air conditioning. Perfect for couples. Business-friendly atmosphere The pav bhaji was particularly excellent.,5.0,2023-08-29,Couple,1.0,4.6,4.6,4.8,5.0,en,"[""excellent"", ""perfect""]",[],"[""Business-friendly atmosphere""]",Short
331,365,222,Beautiful ambiance and wonderful gym. Great couple experience. Staff spoke fluent Hindi,5.0,2023-08-01,Couple,1.0,5.0,4.5,5.0,4.5,en,"[""great"", ""wonderful""]",[],"[""Staff spoke fluent Hindi""]",Short
332,76,223,Great for families - parking was perfect. Safe and comfortable environment. Rajasthani hospitality at its best The chole bhature was particularly excellent.,5.0,2023-05-01,Family,1.0,4.8,5.0,5.0,4.9,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Rajasthani hospitality at its best""]",Medium
333,10,224,Perfect vacation spot with amazing free wifi. Great value for money. Rajasthani hospitality at its best The butter chicken was particularly excellent.,3.7,2023-03-18,Leisure,0.35,3.2,3.6,3.8,3.8,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Rajasthani hospitality at its best""]",Medium
334,257,225,Romantic getaway with excellent 24 7 front desk. Perfect for couples. Fish curry was authentic Bengali style,4.5,2023-11-10,Couple,0.75,4.4,4.3,4.6,4.0,en,"[""excellent"", ""perfect""]",[],"[""Fish curry was authentic Bengali style""]",Short
335,223,225,Intimate setting with amazing air conditioning. Highly recommend for couples. Staff spoke fluent Hindi,3.8,2023-08-25,Couple,0.4,3.9,3.6,3.6,3.3,en,"[""amazing""]",[],"[""Staff spoke fluent Hindi""]",Short
336,358,226,Great for families - restaurant was perfect. Safe and comfortable environment. Efficient service like Mumbai,4.6,2023-03-18,Family,0.8,4.3,4.5,4.4,4.3,en,"[""great"", ""perfect""]",[],"[""Efficient service like Mumbai""]",Short
337,348,226,Great for families - parking was perfect. Safe and comfortable environment. Authentic Maharashtrian thali available The marathi was particularly excellent.,3.6,2023-03-18,Family,0.3,3.2,3.8,3.6,3.8,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Medium
338,191,228,Beautiful ambiance and wonderful air conditioning. Great couple experience. Great South Indian breakfast with fresh filter coffee,5.0,2023-06-15,Couple,1.0,4.7,4.7,4.9,5.0,en,"[""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
339,361,229,Overpriced for quality - air conditioning not worth it. Poor maintenance. Lacked authentic North Indian hospitality They didn't even have proper punjabi.,3.2,2023-05-03,Leisure,0.1,3.4,2.9,3.1,3.3,en,[],"[""poor""]","[""Lacked authentic North Indian hospitality""]",Medium
340,300,229,Enjoyable stay with wonderful air conditioning. Exceeded expectations. Great South Indian breakfast with fresh filter coffee The dosa was particularly excellent.,4.9,2023-05-23,Leisure,0.95,4.7,4.7,4.9,4.8,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
341,23,229,Romantic getaway with excellent air conditioning. Perfect for couples. Staff spoke fluent Hindi,4.1,2023-08-02,Couple,0.55,3.8,4.1,4.3,3.4,en,"[""excellent"", ""perfect""]",[],"[""Staff spoke fluent Hindi""]",Short
342,272,229,Poor experience for couples - air conditioning was disappointing. Not romantic at all. Limited South Indian options in breakfast,3.1,2023-09-14,Couple,0.05,2.7,3.5,2.9,3.2,en,[],"[""poor"", ""disappointing""]","[""Limited South Indian options in breakfast""]",Short
343,13,231,Not suitable for families - parking was broken. Safety concerns. Breakfast not region-appropriate They didn't even have proper dosa.,2.6,2023-04-28,Family,-0.2,2.8,2.6,2.8,2.4,en,[],[],"[""Breakfast not region-appropriate""]",Short
344,18,231,Family-friendly staff and excellent spa. Will return with family. Great for business travelers The vada pav was particularly excellent.,5.0,2023-10-07,Family,1.0,4.6,5.0,5.0,4.6,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Short
345,131,233,Beautiful ambiance and wonderful parking. Great couple experience. Fish curry was authentic Bengali style,5.0,2023-08-01,Couple,1.0,5.0,5.0,4.7,4.7,en,"[""great"", ""wonderful""]",[],"[""Fish curry was authentic Bengali style""]",Short
346,209,234,Enjoyable stay with wonderful restaurant. Exceeded expectations. Authentic Punjabi cuisine,3.7,2023-04-02,Leisure,0.35,3.7,4.0,3.7,3.8,en,"[""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
347,56,234,Perfect vacation spot with amazing 24 7 front desk. Great value for money. Traditional South Indian welcome,4.4,2023-12-20,Leisure,0.7,4.3,4.2,4.5,4.3,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Traditional South Indian welcome""]",Short
348,29,234,Enjoyable stay with wonderful air conditioning. Exceeded expectations. Comfortable for vegetarian families The idli was particularly excellent.,3.6,2023-11-20,Leisure,0.3,3.2,3.2,3.9,3.7,en,"[""excellent"", ""wonderful""]",[],"[""Comfortable for vegetarian families""]",Short
349,243,236,Wonderful family experience with parking. Kids loved the facilities. Excellent Gujarati/Marathi food options The pav bhaji was particularly excellent.,5.0,2023-08-01,Family,1.0,5.0,4.5,4.8,4.6,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
350,158,236,Wonderful family experience with air conditioning. Kids loved the facilities. Efficient service like Mumbai,5.0,2023-10-15,Family,1.0,5.0,5.0,5.0,5.0,en,"[""wonderful""]",[],"[""Efficient service like Mumbai""]",Short
351,332,237,Wonderful family experience with air conditioning. Kids loved the facilities. Authentic Punjabi cuisine,5.0,2023-06-24,Family,1.0,4.9,5.0,4.9,4.9,en,"[""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
352,236,237,Family-friendly staff and excellent room service. Will return with family. Authentic Maharashtrian thali available,5.0,2023-11-23,Family,1.0,4.6,4.7,5.0,4.4,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
353,15,237,Family-friendly staff and excellent free wifi. Will return with family. Excellent vegetarian thali available The tandoor was particularly excellent.,5.0,2023-10-02,Family,1.0,4.9,4.5,5.0,4.5,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
354,332,238,Excellent business facilities and free wifi. Professional service throughout. Excellent vegetarian thali available The butter chicken was particularly excellent.,5.0,2023-03-20,Business,1.0,5.0,5.0,4.8,4.7,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
355,123,238,Excellent business facilities and free wifi. Professional service throughout. Efficient service like Mumbai,5.0,2023-02-08,Business,1.0,4.8,4.7,4.8,4.8,en,"[""excellent""]",[],"[""Efficient service like Mumbai""]",Short
356,64,239,Wonderful family experience with 24 7 front desk. Kids loved the facilities. Bengali sweets available in restaurant,5.0,2023-04-19,Family,1.0,5.0,4.7,5.0,5.0,en,"[""wonderful""]",[],"[""Bengali sweets available in restaurant""]",Short
357,174,239,Wonderful family experience with free wifi. Kids loved the facilities. Business-friendly atmosphere The marathi was particularly excellent.,5.0,2023-01-26,Family,1.0,5.0,4.7,5.0,4.7,en,"[""excellent"", ""wonderful""]",[],"[""Business-friendly atmosphere""]",Short
358,172,239,Wonderful family experience with 24 7 front desk. Kids loved the facilities. Excellent Gujarati/Marathi food options,4.4,2023-10-05,Family,0.7,4.9,4.1,4.6,4.3,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
359,244,240,Great for families - room service was perfect. Safe and comfortable environment. Excellent Gujarati/Marathi food options,5.0,2023-02-24,Family,1.0,4.9,5.0,5.0,4.9,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
360,260,241,Productive stay with reliable spa. Staff understood business needs. Great for business travelers The gujarati was particularly excellent.,5.0,2023-10-19,Business,1.0,4.6,4.9,4.9,5.0,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Short
361,384,242,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Staff spoke fluent Hindi The rajasthani was particularly excellent.,3.5,2023-07-28,Leisure,0.25,3.8,3.2,3.3,3.4,en,"[""excellent""]",[],"[""Staff spoke fluent Hindi""]",Short
362,171,242,Relaxing stay with beautiful gym. Peaceful atmosphere. Authentic Maharashtrian thali available,4.4,2023-05-20,Leisure,0.7,4.6,4.1,4.6,4.2,en,[],[],"[""Authentic Maharashtrian thali available""]",Short
363,117,242,Enjoyable stay with wonderful gym. Exceeded expectations. Excellent vegetarian thali available The naan was particularly excellent.,4.4,2023-09-10,Leisure,0.7,4.6,4.7,4.7,3.7,en,"[""excellent"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
364,163,243,Perfect vacation spot with amazing room service. Great value for money. Great for business travelers The vada pav was particularly excellent.,4.6,2023-01-02,Leisure,0.8,4.5,4.7,4.5,4.5,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Great for business travelers""]",Medium
365,98,244,Intimate setting with amazing gym. Highly recommend for couples. Excellent vegetarian thali available,5.0,2023-07-31,Couple,1.0,5.0,4.7,4.7,4.4,en,"[""excellent"", ""amazing""]",[],"[""Excellent vegetarian thali available""]",Short
366,330,245,Enjoyable stay with wonderful 24 7 front desk. Exceeded expectations. Authentic Punjabi cuisine The rajasthani was particularly excellent.,5.0,2023-11-25,Leisure,1.0,5.0,4.9,5.0,4.9,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
367,311,246,Productive stay with reliable room service. Staff understood business needs. Beautiful temple architecture influence,5.0,2023-02-24,Business,1.0,4.8,5.0,5.0,4.3,en,[],[],"[""Beautiful temple architecture influence""]",Short
368,26,247,Productive stay with reliable pool. Staff understood business needs. Excellent Gujarati/Marathi food options,5.0,2023-03-18,Business,1.0,4.9,5.0,5.0,4.8,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
369,364,248,Terrible vacation experience - gym was awful. No relaxation possible. Breakfast not region-appropriate They didn't even have proper dosa.,2.9,2023-12-20,Leisure,-0.05,2.5,2.8,2.8,2.7,en,[],"[""terrible"", ""awful""]","[""Breakfast not region-appropriate""]",Short
370,333,249,Romantic getaway with excellent parking. Perfect for couples. Traditional South Indian welcome The sambar was particularly excellent.,5.0,2023-04-15,Couple,1.0,5.0,5.0,4.7,4.7,en,"[""excellent"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Short
371,353,251,Romantic getaway with excellent free wifi. Perfect for couples. Great for business travelers The gujarati was particularly excellent.,5.0,2023-01-14,Couple,1.0,4.6,5.0,5.0,5.0,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Great for business travelers""]",Short
372,156,252,Beautiful ambiance and wonderful restaurant. Great couple experience. Authentic Punjabi cuisine The chole bhature was particularly excellent.,4.1,2023-04-15,Couple,0.55,4.2,4.2,4.0,4.1,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
373,26,253,Beautiful ambiance and wonderful gym. Great couple experience. Authentic Maharashtrian thali available,5.0,2023-04-11,Couple,1.0,4.8,4.8,5.0,4.5,en,"[""great"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
374,393,254,Enjoyable stay with wonderful parking. Exceeded expectations. Excellent vegetarian thali available The butter chicken was particularly excellent.,4.4,2023-11-07,Leisure,0.7,4.2,4.4,4.7,4.0,en,"[""excellent"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
375,73,254,Perfect vacation spot with amazing gym. Great value for money. Beautiful temple architecture influence,3.6,2023-05-14,Leisure,0.3,3.2,3.5,3.8,3.4,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Beautiful temple architecture influence""]",Short
376,289,255,Perfect vacation spot with amazing parking. Great value for money. Traditional South Indian welcome The chettinad was particularly excellent.,4.0,2023-01-14,Leisure,0.5,3.7,4.1,4.2,4.2,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Traditional South Indian welcome""]",Short
377,356,257,Perfect vacation spot with amazing air conditioning. Great value for money. Excellent vegetarian thali available,4.5,2023-09-14,Leisure,0.75,5.0,4.2,4.3,4.3,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Excellent vegetarian thali available""]",Short
378,107,258,Beautiful ambiance and wonderful free wifi. Great couple experience. Business-friendly atmosphere,5.0,2023-06-26,Couple,1.0,4.7,5.0,4.9,4.8,en,"[""great"", ""wonderful""]",[],"[""Business-friendly atmosphere""]",Short
379,182,259,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Traditional North Indian welcome with garland,3.6,2023-10-23,Leisure,0.3,3.7,3.3,3.7,2.9,en,[],[],"[""Traditional North Indian welcome with garland""]",Short
380,384,259,Perfect vacation spot with amazing parking. Great value for money. Traditional North Indian welcome with garland The rajasthani was particularly excellent.,4.7,2023-10-10,Leisure,0.85,4.8,4.7,4.9,4.7,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Medium
381,195,260,Excellent business facilities and gym. Professional service throughout. Traditional South Indian welcome The idli was particularly excellent.,5.0,2023-10-08,Business,1.0,4.5,5.0,5.0,4.7,en,"[""excellent""]",[],"[""Traditional South Indian welcome""]",Short
382,311,261,Excellent business facilities and free wifi. Professional service throughout. Great South Indian breakfast with fresh filter coffee The hyderabadi was particularly excellent.,5.0,2023-12-09,Business,1.0,4.8,4.9,5.0,4.4,en,"[""excellent"", ""great""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
383,211,261,Productive stay with reliable room service. Staff understood business needs. Excellent Gujarati/Marathi food options The pav bhaji was particularly excellent.,5.0,2023-07-28,Business,1.0,4.9,4.6,4.9,4.9,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Medium
384,56,262,Overpriced for quality - restaurant not worth it. Poor maintenance. Breakfast not region-appropriate They didn't even have proper chettinad.,2.9,2023-05-09,Leisure,-0.05,2.5,3.2,3.1,3.1,en,[],"[""poor""]","[""Breakfast not region-appropriate""]",Short
385,60,262,Disappointing stay with substandard free wifi. Will not recommend. No regional cuisine options available They didn't even have proper tandoor.,3.1,2023-01-22,Leisure,0.05,3.5,3.4,2.8,3.0,en,[],"[""disappointing"", ""substandard""]","[""No regional cuisine options available""]",Medium
386,194,262,Terrible vacation experience - restaurant was awful. No relaxation possible. Breakfast not region-appropriate,3.0,2023-12-12,Leisure,0.0,2.6,2.7,3.3,2.6,en,[],"[""terrible"", ""awful""]","[""Breakfast not region-appropriate""]",Short
387,117,262,Overpriced for quality - air conditioning not worth it. Poor maintenance. No regional cuisine options available They didn't even have proper chole bhature.,3.1,2023-12-16,Leisure,0.05,3.0,2.9,3.0,2.8,en,[],"[""poor""]","[""No regional cuisine options available""]",Medium
388,128,263,Perfect vacation spot with amazing parking. Great value for money. Cultural sensitivity appreciated The rosogolla was particularly excellent.,4.8,2023-02-13,Leisure,0.9,4.7,5.0,4.6,4.4,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Cultural sensitivity appreciated""]",Short
389,338,264,Intimate setting with amazing gym. Highly recommend for couples. Great for business travelers The gujarati was particularly excellent.,5.0,2023-05-22,Couple,1.0,5.0,4.7,5.0,4.4,en,"[""excellent"", ""great"", ""amazing""]",[],"[""Great for business travelers""]",Short
390,209,264,Romantic getaway with excellent air conditioning. Perfect for couples. Rajasthani hospitality at its best The chole bhature was particularly excellent.,4.5,2023-12-18,Couple,0.75,4.3,4.3,4.7,4.1,en,"[""excellent"", ""perfect""]",[],"[""Rajasthani hospitality at its best""]",Medium
391,38,265,Disappointing for business travel - gym was inadequate. Location inconvenient. Regional preferences ignored They didn't even have proper assamese.,1.7,2023-05-03,Business,-0.65,1.6,1.4,1.9,1.8,en,[],"[""disappointing"", ""inadequate""]","[""Regional preferences ignored""]",Short
392,189,267,Beautiful ambiance and wonderful free wifi. Great couple experience. Authentic Chettinad cuisine experience,4.1,2023-10-10,Couple,0.55,4.6,3.9,4.2,3.6,en,"[""great"", ""wonderful""]",[],"[""Authentic Chettinad cuisine experience""]",Short
393,183,268,Excellent business facilities and gym. Professional service throughout. Authentic Maharashtrian thali available The mumbai style was particularly excellent.,4.8,2023-06-20,Business,0.9,4.5,4.4,4.6,4.2,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
394,183,268,Excellent business facilities and gym. Professional service throughout. Great for business travelers The mumbai style was particularly excellent.,5.0,2023-05-16,Business,1.0,4.6,5.0,5.0,4.7,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Short
395,128,269,Intimate setting with amazing 24 7 front desk. Highly recommend for couples. Cultural sensitivity appreciated,4.8,2023-07-23,Couple,0.9,4.9,5.0,4.7,4.4,en,"[""amazing""]",[],"[""Cultural sensitivity appreciated""]",Short
396,280,269,Intimate setting with amazing 24 7 front desk. Highly recommend for couples. Excellent Gujarati/Marathi food options,4.2,2023-10-28,Couple,0.6,4.0,4.4,4.1,3.9,en,"[""excellent"", ""amazing""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
397,322,270,Family-friendly staff and excellent restaurant. Will return with family. Authentic Punjabi cuisine The chole bhature was particularly excellent.,5.0,2023-08-20,Family,1.0,4.9,4.6,5.0,4.8,en,"[""excellent""]",[],"[""Authentic Punjabi cuisine""]",Short
398,180,271,Beautiful ambiance and wonderful 24 7 front desk. Great couple experience. Beautiful temple architecture influence The filter coffee was particularly excellent.,4.7,2023-03-07,Couple,0.85,4.7,4.5,4.5,4.4,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Beautiful temple architecture influence""]",Medium
399,171,272,Excellent business facilities and parking. Professional service throughout. Excellent Gujarati/Marathi food options,4.0,2023-02-21,Business,0.5,4.2,4.4,3.9,4.1,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
400,252,272,Perfect for business travel with great air conditioning. Location is convenient. Traditional South Indian welcome The hyderabadi was particularly excellent.,4.6,2023-03-15,Business,0.8,4.9,4.7,4.4,4.2,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Medium
401,175,273,Unproductive stay due to faulty room service. Staff not helpful for business needs. Limited South Indian options in breakfast They didn't even have proper filter coffee.,2.3,2023-05-16,Business,-0.35,2.3,1.8,2.1,2.1,en,[],[],"[""Limited South Indian options in breakfast""]",Medium
402,98,273,Disappointing for business travel - free wifi was inadequate. Location inconvenient. No proper North Indian food options,2.0,2023-01-28,Business,-0.5,1.7,2.1,2.3,2.3,en,[],"[""disappointing"", ""inadequate""]","[""No proper North Indian food options""]",Short
403,77,276,Romantic getaway with excellent spa. Perfect for couples. Traditional North Indian welcome with garland The butter chicken was particularly excellent.,5.0,2023-04-25,Couple,1.0,5.0,5.0,4.9,4.5,en,"[""excellent"", ""perfect""]",[],"[""Traditional North Indian welcome with garland""]",Medium
404,323,276,Romantic getaway with excellent free wifi. Perfect for couples. Traditional South Indian welcome,5.0,2023-08-09,Couple,1.0,4.9,4.8,4.7,4.5,en,"[""excellent"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Short
405,107,277,Perfect for business travel with great 24 7 front desk. Location is convenient. Great for business travelers The mumbai style was particularly excellent.,5.0,2023-08-23,Business,1.0,4.7,4.8,4.8,5.0,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Great for business travelers""]",Medium
406,313,277,Productive stay with reliable free wifi. Staff understood business needs. Business-friendly atmosphere The vada pav was particularly excellent.,5.0,2023-11-25,Business,1.0,4.9,5.0,4.8,4.6,en,"[""excellent""]",[],"[""Business-friendly atmosphere""]",Short
407,96,278,Poor experience for couples - gym was disappointing. Not romantic at all. Not suitable for business travelers,3.0,2023-09-24,Couple,0.0,3.4,3.1,2.9,3.2,en,[],"[""poor"", ""disappointing""]","[""Not suitable for business travelers""]",Short
408,153,278,Relaxing stay with beautiful 24 7 front desk. Peaceful atmosphere. Traditional Durga Puja decorations The assamese was particularly excellent.,4.9,2023-12-22,Leisure,0.95,5.0,5.0,5.0,4.6,en,"[""excellent""]",[],"[""Traditional Durga Puja decorations""]",Short
409,95,278,Perfect vacation spot with amazing free wifi. Great value for money. Authentic Maharashtrian thali available The marathi was particularly excellent.,3.5,2023-06-24,Leisure,0.25,3.8,3.7,3.3,3.3,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Medium
410,347,279,Family-friendly staff and excellent restaurant. Will return with family. Great for business travelers The vada pav was particularly excellent.,4.6,2023-04-21,Family,0.8,4.6,4.3,4.9,4.6,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Short
411,21,279,Wonderful family experience with free wifi. Kids loved the facilities. Excellent vegetarian thali available The tandoor was particularly excellent.,4.3,2023-07-24,Family,0.65,4.5,4.1,4.2,4.3,en,"[""excellent"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
412,212,279,Great for families - 24 7 front desk was perfect. Safe and comfortable environment. Authentic Maharashtrian thali available,5.0,2023-10-28,Family,1.0,4.8,5.0,5.0,5.0,en,"[""great"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Short
413,185,280,Productive stay with reliable room service. Staff understood business needs. Excellent tea selection from Assam and Darjeeling The machher jhol was particularly excellent.,5.0,2023-02-02,Business,1.0,5.0,5.0,5.0,5.0,en,"[""excellent""]",[],"[""Excellent tea selection from Assam and Darjeeling""]",Medium
414,203,281,Intimate setting with amazing restaurant. Highly recommend for couples. Authentic Maharashtrian thali available The marathi was particularly excellent.,5.0,2023-01-14,Couple,1.0,5.0,5.0,4.7,4.4,en,"[""excellent"", ""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Short
415,107,281,Intimate setting with amazing spa. Highly recommend for couples. Authentic Maharashtrian thali available,5.0,2023-07-12,Couple,1.0,5.0,5.0,5.0,5.0,en,"[""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Short
416,260,282,Intimate setting with amazing room service. Highly recommend for couples. Authentic Maharashtrian thali available,5.0,2023-08-15,Couple,1.0,5.0,4.6,4.7,4.6,en,"[""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Short
417,195,282,Beautiful ambiance and wonderful parking. Great couple experience. Traditional South Indian welcome,5.0,2023-03-25,Couple,1.0,5.0,5.0,4.8,4.8,en,"[""great"", ""wonderful""]",[],"[""Traditional South Indian welcome""]",Short
418,260,282,Enjoyable stay with wonderful gym. Exceeded expectations. Authentic Maharashtrian thali available The dhokla was particularly excellent.,5.0,2023-03-13,Leisure,1.0,5.0,5.0,4.8,4.8,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
419,28,284,Great for families - spa was perfect. Safe and comfortable environment. Bengali sweets available in restaurant,5.0,2023-02-25,Family,1.0,5.0,5.0,5.0,5.0,en,"[""great"", ""perfect""]",[],"[""Bengali sweets available in restaurant""]",Short
420,36,285,Beautiful ambiance and wonderful restaurant. Great couple experience. Great South Indian breakfast with fresh filter coffee,5.0,2023-04-23,Couple,1.0,4.5,5.0,5.0,5.0,en,"[""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
421,99,286,Disappointing stay with substandard 24 7 front desk. Will not recommend. Language communication issues with staff,3.2,2023-01-28,Leisure,0.1,3.1,3.3,3.1,2.6,en,[],"[""disappointing"", ""substandard""]","[""Language communication issues with staff""]",Short
422,373,286,Overpriced for quality - room service not worth it. Poor maintenance. No regional cuisine options available They didn't even have proper naan.,3.2,2023-12-16,Leisure,0.1,2.8,3.5,3.1,3.0,en,[],"[""poor""]","[""No regional cuisine options available""]",Medium
423,288,287,Enjoyable stay with wonderful 24 7 front desk. Exceeded expectations. Great South Indian breakfast with fresh filter coffee,3.7,2023-10-29,Leisure,0.35,3.9,3.4,3.8,3.0,en,"[""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
424,372,287,Relaxing stay with beautiful pool. Peaceful atmosphere. Excellent Gujarati/Marathi food options,4.1,2023-09-09,Leisure,0.55,3.7,3.8,4.3,3.5,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
425,179,288,Beautiful ambiance and wonderful 24 7 front desk. Great couple experience. Comfortable for vegetarian families,5.0,2023-08-19,Couple,1.0,4.8,4.6,5.0,4.3,en,"[""great"", ""wonderful""]",[],"[""Comfortable for vegetarian families""]",Short
426,248,288,Intimate setting with amazing parking. Highly recommend for couples. Traditional North Indian welcome with garland,5.0,2023-12-15,Couple,1.0,5.0,5.0,4.7,4.6,en,"[""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Short
427,345,288,Perfect vacation spot with amazing room service. Great value for money. Authentic Chettinad cuisine experience The dosa was particularly excellent.,4.0,2023-01-02,Leisure,0.5,4.4,4.4,4.2,3.8,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Medium
428,23,288,Beautiful ambiance and wonderful air conditioning. Great couple experience. Authentic Punjabi cuisine,3.6,2023-02-13,Couple,0.3,3.4,3.8,3.5,3.1,en,"[""great"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
429,267,289,Perfect vacation spot with amazing room service. Great value for money. Beautiful temple architecture influence The dosa was particularly excellent.,5.0,2023-03-23,Leisure,1.0,5.0,5.0,5.0,5.0,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Beautiful temple architecture influence""]",Medium
430,118,290,Perfect vacation spot with amazing free wifi. Great value for money. Rajasthani hospitality at its best,4.4,2023-01-21,Leisure,0.7,4.2,4.6,4.2,4.0,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Rajasthani hospitality at its best""]",Short
431,393,291,Perfect vacation spot with amazing restaurant. Great value for money. Staff spoke fluent Hindi The rajasthani was particularly excellent.,4.9,2023-01-20,Leisure,0.95,4.6,4.7,5.0,4.3,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Staff spoke fluent Hindi""]",Short
432,317,292,Great for families - room service was perfect. Safe and comfortable environment. Authentic Chettinad cuisine experience,4.3,2023-11-17,Family,0.65,4.4,4.5,4.5,4.5,en,"[""great"", ""perfect""]",[],"[""Authentic Chettinad cuisine experience""]",Short
433,174,292,Great for families - spa was perfect. Safe and comfortable environment. Excellent Gujarati/Marathi food options The dhokla was particularly excellent.,5.0,2023-01-19,Family,1.0,5.0,4.9,5.0,4.7,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Medium
434,107,293,Romantic getaway with excellent 24 7 front desk. Perfect for couples. Excellent Gujarati/Marathi food options,5.0,2023-03-08,Couple,1.0,5.0,4.8,5.0,5.0,en,"[""excellent"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
